Geneid, SR10,SR09,SR18,SR13,SR16,SR07,SR17,SR14,SR15,SR12
9698,2108,1161,2038,1616,1139,1477,1887,1561,893,1005
692234,0,0,0,0,0,0,0,0,0,0
692235,0,0,0,0,0,0,0,0,0,0
692200,0,0,0,0,0,0,0,0,0,0
79570,1,0,1,1,0,4,27,0,0,0
9410,849,566,815,616,325,398,802,648,446,309
51538,534,415,774,720,552,352,750,707,510,211
2170,18,14,17,28,39,141,121,22,15,30
347735,6,34,9,6,23,9,56,3,7,7
149086,0,0,0,0,0,0,0,0,0,0
284551,0,0,0,0,0,0,0,0,0,0
64129,225,184,109,88,47,74,159,274,218,58
3061,0,0,0,0,0,0,0,0,0,0
553115,1283,995,1813,1480,688,512,998,1261,985,629
1307,6726,455,4553,4125,155,1113,1567,3278,2053,330
576,370,136,795,277,139,354,169,570,377,262
100423028,0,0,0,0,0,0,0,0,0,0
90853,6,29,1,6,46,41,10,1,10,12
8073,3917,2221,4433,3490,2053,2012,3411,3253,2260,1330
10657,2874,2864,3299,2782,2596,3437,5774,2169,1598,1684
55116,229,185,285,221,172,200,489,188,143,73
100847018,0,0,0,0,0,0,0,0,0,0
23633,1620,947,1930,1522,1083,674,1241,1553,996,693
200081,2751,1473,3353,3261,1362,1138,2073,2774,1922,929
79140,254,70,146,90,78,80,179,188,176,73
56063,200,85,259,236,57,71,143,208,115,36
55721,90,33,67,68,59,81,133,81,39,43
149069,4,2,21,32,1,2,15,10,9,3
8668,2786,2114,2879,2359,1318,1128,4648,2426,1746,1449
339483,151,36,802,791,34,69,121,352,83,27
84734,52,56,39,35,13,8,22,57,38,6
3932,335,184,282,156,22,30,20,135,144,130
3065,2838,1502,3453,2684,960,1272,2647,2559,1664,952
65108,217,195,188,174,1336,1473,3996,183,220,197
100128071,24,4,22,10,4,10,31,25,13,3
81629,11,2,16,24,10,8,47,11,13,7
55108,1466,1237,2384,1610,823,693,1263,1612,1128,704
728116,2,9,0,1,14,5,0,1,1,5
653121,223,78,217,121,87,150,91,138,81,50
339487,367,330,516,420,198,234,405,446,316,182
5928,2097,1284,2713,2040,1181,1426,2896,1903,1135,867
81493,38,64,280,109,17,31,6,117,37,19
57648,93,209,326,123,161,331,201,119,29,111
8565,1255,731,1947,1494,955,694,1821,1164,856,663
64766,851,367,600,511,312,488,527,438,257,190
252995,233,17,68,253,11,64,355,283,367,56
3208,2,6,4,19,0,11,8,2,4,5
113452,176,220,506,298,185,252,158,214,152,155
127544,390,461,1076,711,232,251,412,337,255,176
204,1657,1546,2116,1876,838,1275,2074,1597,1176,945
113451,106,45,160,79,61,72,140,119,79,87
55223,219,274,383,208,283,106,167,125,95,89
149076,812,399,1416,933,380,394,783,683,582,343
127550,1,0,0,2,0,0,3,0,0,20
1912,3873,760,4608,2658,1255,1711,2628,2300,1284,3223
100500853,3,2,0,3,1,1,0,0,0,0
101929464,0,0,0,1,0,0,4,0,0,0
7579,194,65,215,165,102,85,206,232,113,46
114784,14,3,3,3,3,1,7,3,5,1
127540,0,0,0,0,0,0,0,0,0,0
402779,0,0,0,0,0,0,0,0,0,0
84970,0,0,0,0,0,0,0,0,0,0
693137,0,0,0,0,0,0,0,0,0,0
2709,8,0,1,2,0,0,16,2,0,0
127534,0,0,0,0,0,0,4,0,1,0
2707,0,0,0,0,0,0,3,1,2,1
2701,176,71,40,31,44,23,118,142,153,50
113444,400,239,703,426,303,248,417,582,429,182
58512,7,15,27,43,5,9,21,18,22,2
653160,28,13,28,27,4,11,33,21,17,9
100506144,416,318,321,255,97,186,285,312,226,103
9204,446,200,499,522,263,334,348,480,267,196
79830,186,71,148,143,103,186,158,159,67,86
6421,4086,3565,4796,4379,4126,4669,4465,3596,2449,2747
9202,1758,950,1493,1407,983,930,1461,1455,757,707
79932,1645,1262,1458,1730,1187,626,1217,1243,895,454
23154,1997,909,1861,2091,1101,822,597,2651,1795,770
339488,9,3,10,9,7,11,20,4,4,11
5690,2277,2064,3582,2857,963,1000,2317,1909,1562,1167
127703,733,509,1084,857,589,443,450,956,627,310
63967,150,96,119,153,18,109,243,72,24,22
192670,352,270,624,444,235,308,736,451,215,163
26523,753,484,912,804,290,373,675,728,408,480
192669,709,206,568,555,247,219,634,546,272,152
27285,3,0,0,2,2,2,48,2,2,0
54936,542,383,970,709,311,225,745,496,366,240
1296,23,23,61,12,29,242,142,22,18,15
27095,1009,600,1222,851,448,481,1058,871,605,431
55700,1995,1429,3470,1846,1201,1184,1813,2090,1582,983
9967,2930,1918,3775,2826,2005,1713,2609,2817,1654,1169
79729,45,12,121,89,79,172,308,35,15,84
55194,1502,701,2145,920,173,473,1655,1220,602,278
83931,977,764,2024,1078,492,553,1475,1199,774,614
84967,645,476,861,598,306,243,545,704,528,277
127700,355,144,424,347,149,103,176,362,303,120
64960,1025,730,1056,833,506,390,1240,857,643,423
1441,80,75,93,83,37,24,206,72,65,25
2899,0,0,0,0,20,0,0,8,0,1
100422898,0,0,0,0,0,0,0,0,0,0
728431,28,3,27,27,13,12,13,16,20,9
80149,70,30,109,109,11,45,155,100,49,36
102465438,0,0,0,0,0,0,0,0,0,1
64769,1065,737,1705,1403,550,820,797,1105,702,514
100847010,1,0,1,1,0,2,2,0,1,0
79753,375,191,506,404,186,234,421,307,167,161
7802,86,364,491,403,312,376,422,233,301,299
29889,697,472,919,601,551,450,1104,735,499,376
284654,3,0,1,0,0,0,6,0,0,2
54955,446,203,324,323,245,163,490,396,220,144
55143,79,87,57,199,46,185,499,58,28,46
284656,0,1,3,0,0,0,0,1,0,0
149175,47,170,105,134,79,130,221,63,25,113
79693,182,137,285,242,192,106,401,160,120,85
127687,1448,514,1140,812,386,298,628,954,652,427
4520,522,316,701,577,238,309,438,520,317,210
3633,725,261,1142,797,290,318,475,780,472,312
10946,1884,1033,2230,1660,836,836,1893,1617,1024,859
2275,70,93,895,85,64,57,574,42,43,26
51118,611,105,919,588,421,363,703,498,292,222
5453,3,1,7,0,0,2,5,1,0,1
100500801,0,0,0,0,0,0,0,0,0,0
339442,1,0,0,0,0,0,0,0,0,0
64121,950,605,1180,851,504,606,803,839,468,310
100527950,1,0,1,1,0,1,0,0,0,0
26292,0,0,0,0,1,0,0,0,0,0
81025,0,0,0,0,0,0,0,0,0,0
54933,5,5,1,0,2,2,11,2,4,0
79647,1251,1011,2201,1570,1144,956,1041,1854,987,776
4725,2114,1337,1609,1395,730,1158,2338,1756,1495,686
23499,8126,2009,8740,7128,2081,2540,4823,7236,4548,2396
643314,753,299,922,533,376,248,418,533,247,258
105378950,0,0,8,1,0,0,0,0,0,0
353500,141,12,1152,30,31,26,53,75,54,19
728448,68,45,308,144,84,84,201,84,41,124
8761,2270,1015,1792,1426,862,1039,2170,1505,1043,520
101929516,1,0,0,2,1,0,0,0,0,0
677834,9,0,1,1,1,0,3,1,1,1
26508,944,81,718,86,65,87,136,430,263,19
84618,19,7,20,7,21,4,0,126,37,17
51440,157,46,365,178,237,147,217,654,578,422
10450,1338,772,1394,1009,610,564,1117,1362,808,544
656,34,7,32,29,91,26,16,13,13,8
64064,35,1,4,2,9,5,3,7,9,0
105378951,1,1,1,1,2,1,0,0,0,0
101929536,0,0,0,0,0,0,1,0,1,0
54802,275,164,411,312,228,232,523,323,282,84
4610,80,46,202,95,23,11,22,102,90,8
84879,16,31,17,3,15,10,21,14,14,4
10487,5170,4459,8314,7191,7636,3534,3878,5415,3792,3335
5538,2723,2675,4837,3780,1725,2748,2661,3956,2812,1751
6018,593,247,726,558,267,562,899,471,272,188
127391,0,0,0,2,0,0,1,0,0,0
10269,1299,613,1450,879,875,661,654,1324,698,438
1298,82,21,66,76,10,20,84,57,52,19
64744,2311,874,2309,2119,987,818,846,1118,964,728
65243,85,38,76,50,54,27,72,74,30,24
339559,114,77,123,113,89,91,189,136,76,45
64789,139,77,200,163,106,90,232,90,95,71
127396,47,12,66,35,23,41,59,39,28,21
9783,18,42,424,104,114,215,84,154,111,65
100130557,20,17,27,51,15,26,49,16,12,12
4802,1015,634,1296,1219,610,505,1123,952,682,448
407034,0,0,0,0,0,0,0,0,0,0
407031,0,0,0,0,0,0,0,0,0,0
9132,91,18,1123,469,228,50,31,326,381,94
163732,41,131,274,98,54,272,242,78,63,435
1503,572,259,590,508,416,471,891,556,300,494
100507178,15,2,13,12,3,2,44,3,4,3
200172,6,9,3,6,1,2,25,7,1,2
22955,1744,857,3131,2522,718,716,1113,1825,1160,644
100132074,53,42,399,1268,151,122,92,112,162,78
1907,0,1,44,49,2,0,0,9,2,0
59269,305,113,212,249,71,61,136,125,175,99
2981,0,0,0,0,0,0,0,0,0,0
2980,0,1,0,0,0,0,0,0,0,0
22887,1157,704,1311,1234,786,889,953,1136,617,516
284716,9,52,130,151,111,245,77,46,114,178
84217,34,53,46,39,7,72,30,61,67,39
79717,858,949,969,810,543,584,672,1041,684,406
728621,107,28,107,129,35,61,62,130,102,72
10465,508,278,452,361,214,161,618,345,253,177
4904,7018,4870,6746,5560,3200,3970,9142,5944,4755,2768
149461,0,0,0,0,0,0,1,0,0,0
64175,1416,383,770,543,397,344,1130,698,446,198
79078,307,127,318,247,117,95,200,235,198,82
100129924,2,0,4,7,0,0,2,1,1,0
374969,598,82,301,323,108,186,469,224,167,95
114625,900,329,647,679,306,318,340,552,389,305
51058,219,113,246,202,99,128,283,170,120,69
339539,0,1,0,3,0,0,2,0,1,0
6513,502,362,323,554,629,1556,4002,300,133,218
440584,4,7,3,15,9,9,16,10,8,1
105378684,0,6,0,6,1,2,0,1,2,0
440585,3,10,4,1,6,5,4,4,9,16
10969,897,772,1149,1046,627,576,959,937,629,476
102465439,0,0,0,0,0,0,0,1,0,0
149465,2,5,3,11,0,5,0,4,12,5
128218,0,0,2,1,0,0,0,0,0,1
149466,0,0,0,0,0,0,0,0,0,0
7075,228,129,94,78,41,60,118,240,156,53
4352,40,7,17,29,10,7,7,25,29,35
991,75,88,51,214,59,222,927,46,27,47
64834,811,1097,1474,1009,797,514,810,1040,626,446
102466723,0,0,0,0,0,0,0,0,0,0
112950,471,425,930,589,224,210,487,595,400,192
23334,1184,442,1242,1257,406,404,975,1033,541,414
102465440,0,0,0,0,0,0,0,0,0,0
81888,6,0,3,0,1,5,9,4,2,3
5792,466,521,304,233,1228,1204,1445,40,57,226
9682,978,630,930,999,659,633,1207,862,566,348
100132774,5,3,4,5,2,6,10,5,2,2
6487,524,443,861,572,277,178,495,505,344,339
101929592,0,0,0,0,0,0,0,0,0,0
102464830,0,0,0,0,0,0,0,0,0,0
9048,55,211,3,8,41,163,21,0,1,160
9670,1162,968,962,672,584,559,677,790,557,525
1802,377,290,492,390,198,177,365,365,246,231
533,1302,919,1943,1155,923,724,1473,1121,836,400
8704,553,388,763,368,316,404,853,530,436,342
149473,83,71,86,75,27,104,89,51,46,53
6536,117,209,591,490,39,96,247,150,120,43
128209,0,0,10,23,0,0,1,0,2,2
105378952,0,0,0,0,0,0,0,0,0,0
55929,476,198,625,634,271,201,593,381,271,146
79033,1040,633,1284,905,496,464,1026,1014,706,425
100874278,14,2,8,7,2,8,14,10,4,6
55182,1144,736,1778,1483,681,615,1119,1049,868,579
100847089,0,0,0,0,0,0,0,0,0,0
79639,330,79,111,110,88,38,104,106,94,27
339541,24,1,12,28,2,16,56,9,8,19
26828,0,0,0,0,0,0,5,0,0,0
26830,0,0,0,0,0,0,0,0,0,0
11004,98,94,62,206,40,136,1236,51,20,49
6202,8451,6308,8362,9295,3389,6134,27369,8690,6563,4736
26811,7,5,10,12,2,1,27,8,4,6
94161,1,3,2,6,2,1,4,0,3,0
94162,10,2,4,9,4,2,6,2,4,3
94163,5,1,10,14,0,1,6,4,0,1
266675,13,6,8,12,2,14,19,18,2,5
1263,238,121,506,185,82,99,234,216,116,59
343521,3,2,3,3,2,1,1,2,2,0
149478,207,15,136,270,38,14,84,156,59,12
8643,48,18,21,147,3,31,56,63,33,24
8891,415,292,611,432,267,193,483,492,335,197
79654,1206,570,1412,1197,1033,513,790,1063,654,679
7389,1960,1328,1667,1741,925,785,976,1166,733,978
57643,971,367,962,1244,1315,340,458,959,846,407
400752,9,15,7,10,7,14,83,1,3,5
84842,6,6,3,6,11,6,51,2,2,4
4595,301,161,246,278,129,172,334,183,145,111
114034,337,119,431,337,207,151,403,210,150,96
10420,431,127,400,539,208,65,249,487,252,98
126661,30,21,31,29,65,51,73,27,28,9
25974,168,103,53,104,163,98,173,128,62,79
5052,4239,5294,7637,5398,2440,3418,4950,6073,3772,3249
10327,1032,944,1696,1502,454,423,1147,1199,819,545
4678,1800,823,2092,1437,913,1321,3311,843,498,475
149483,48,1,34,38,6,1,33,78,15,21
60313,1608,1096,2432,1756,991,935,1352,1409,751,690
728963,6,1,2,7,2,0,3,0,0,2
51249,385,204,342,292,143,176,705,401,227,148
3652,500,260,305,254,177,215,122,401,222,124
23139,1223,361,1336,1020,916,446,1260,929,604,404
8503,1265,1037,2478,1771,890,856,1054,3297,1548,624
101929626,1,1,0,1,0,0,1,4,2,0
10103,0,3,10,4,1,2,8,5,9,1
55624,611,830,1273,856,739,521,959,1329,814,515
541468,21,10,77,43,22,32,25,54,26,14
8438,36,45,64,81,34,53,226,37,13,24
10489,1497,1057,2467,2307,1127,1013,1542,2355,1402,761
7388,882,986,1410,1191,744,1465,3024,1337,1082,1124
387338,243,300,465,415,253,251,482,376,177,126
2166,79,148,190,229,187,167,61,73,107,79
729041,4,1,3,5,3,12,5,4,6,0
101929651,0,0,0,1,0,0,1,0,0,0
127343,0,0,0,0,0,2,8,0,0,0
100507423,8,5,7,6,1,0,3,4,1,2
148930,0,0,0,0,0,0,0,0,0,0
8569,262,202,628,500,236,159,493,467,342,231
148932,375,689,1324,996,293,494,509,881,517,216
64756,842,1044,1563,1092,526,1183,500,2459,1456,885
374973,0,0,0,4,0,1,1,0,1,0
100130197,0,1,1,3,0,0,2,3,1,2
9813,2129,2742,5198,4267,1994,2619,2530,4590,2965,2106
1580,3,2,3,3,0,1,0,1,0,2
163720,0,0,0,0,0,0,0,0,1,0
1579,0,0,1,0,0,0,0,1,0,0
260293,4,23,0,17,1,8,4,900,15,169
199974,0,0,0,0,0,0,0,1,0,0
284541,0,0,0,0,0,0,1,1,0,0
100874253,3,2,7,12,10,3,6,15,14,6
10158,0,40,0,0,1,0,2,1,0,0
6886,59,8,10,10,11,6,35,25,33,7
6491,55,89,108,171,181,165,301,80,40,46
51727,974,704,1856,1028,904,707,1344,1865,1257,551
102724077,0,0,1,0,1,0,2,1,2,0
2301,0,0,1,1,0,1,2,0,0,0
84793,8,6,14,9,7,25,28,5,5,2
2306,5,7,16,26,9,21,16,6,2,1
388630,38,0,10,3,9,1,37,13,14,7
391037,2,1,6,5,1,0,3,1,1,2
200010,5,3,9,24,3,4,15,9,11,0
54558,332,123,642,491,210,369,245,517,399,120
84871,14,7,3,22,3,19,3,40,31,24
79656,75,30,193,156,73,192,309,156,135,64
101929721,0,0,0,0,0,0,0,0,0,0
100874313,0,0,0,0,0,0,0,0,0,0
1996,0,0,12,0,0,3,0,4,4,0
63950,0,1,0,0,0,0,11,1,0,0
11124,737,830,1888,1478,782,807,1099,1291,837,601
1031,525,637,990,800,1010,1261,2183,798,538,173
100616189,0,0,0,0,0,0,0,0,0,0
102466656,2,0,1,0,0,0,0,0,0,0
284546,2,0,1,0,0,0,0,1,1,0
26994,1312,1033,3290,2102,1244,1029,1257,2613,1274,970
22996,1,37,38,20,102,22,2,39,19,29
102724097,0,0,0,0,0,0,0,0,0,0
2060,1422,948,2356,1720,1992,925,1007,1832,920,522
114883,847,737,1836,1300,980,820,1117,1693,767,745
4898,1907,1684,3375,2869,1585,1380,3006,2697,1710,1061
100313892,0,0,0,0,0,0,0,0,0,0
5865,3,3,2,23,9,13,75,0,0,18
51060,630,920,1131,873,741,533,1601,856,586,434
112970,0,0,0,0,0,0,0,0,0,0
104355143,0,0,0,0,0,0,1,0,0,0
91408,531,666,1118,923,488,983,948,939,456,557
9372,644,475,1119,1091,509,450,682,1094,583,357
200014,464,522,1201,880,613,292,716,602,375,234
4998,24,62,49,72,24,29,268,33,7,15
84950,539,729,908,839,415,586,1248,743,447,347
23318,842,2963,1323,1416,2534,499,1147,871,502,742
105378722,1,7,5,0,4,0,0,1,3,2
2882,413,287,456,318,132,243,630,330,294,125
348378,8,36,6,5,308,2,9,0,7,6
65260,120,214,179,148,169,163,298,210,120,127
79699,625,887,1036,1014,515,583,675,1062,512,960
440590,3,3,25,26,36,11,90,4,4,10
55268,794,534,3068,3514,101,527,971,1067,759,392
6342,1050,2427,2998,2296,1392,1278,1390,3111,2028,1675
100616156,0,0,0,1,0,0,0,0,0,0
100616458,0,0,0,0,0,0,0,0,0,0
100616145,0,0,0,0,0,0,0,0,0,0
127435,1397,5152,44964,20732,171,209,695,37493,11918,5831
6512,8,59,309,143,2,0,21,290,120,40
1376,422,589,815,560,333,442,425,755,549,243
54987,653,615,1456,1205,519,437,897,962,674,623
4116,264,393,565,394,286,323,763,344,252,224
100507564,11,13,5,7,3,7,25,7,8,8
7804,66,48,121,55,24,107,184,99,49,43
163742,0,0,0,0,0,0,0,0,0,0
63948,0,0,0,0,0,0,0,0,0,0
148979,75,5,6,2,0,4,5,8,19,0
105369175,5,0,0,0,0,0,0,0,0,0
55706,289,308,391,358,400,399,866,338,215,212
54432,421,801,1143,831,381,331,578,731,430,289
1733,1,3,3,4,1,2,3,1,0,1
51668,251,274,558,417,241,387,471,479,222,240
115353,300,376,706,525,416,346,524,600,323,267
388633,0,0,0,0,0,0,0,0,0,0
9528,2668,3399,6616,4969,2750,2356,3148,5926,3583,1804
127428,199,185,324,206,168,162,268,417,257,142
100616315,0,0,0,0,0,0,0,0,0,0
200008,0,0,0,1,0,0,0,0,0,0
606495,60,43,161,157,74,90,151,137,107,59
51253,455,602,998,834,513,525,990,827,581,352
23648,305,68,592,606,542,574,1217,468,426,98
619518,8,0,3,7,3,6,14,7,3,0
26027,258,10,75,221,3,197,31,278,128,41
338094,9,1,7,8,0,8,1,12,5,2
374977,3,0,5,14,0,7,2,2,4,4
100527960,3,0,0,1,0,2,0,0,0,1
7268,5,4,8,4,7,3,12,5,0,2
25973,92,67,174,148,86,91,186,127,79,71
55001,103,21,18,88,2,5,2,5,6,11
163747,0,1,0,0,0,0,0,0,0,0
1718,532,2579,2839,975,254,1277,621,691,695,883
100126514,0,0,0,0,0,0,0,0,0,0
199964,0,22,0,1,2,5,1,1,0,0
7809,0,0,0,0,0,0,0,0,0,0
255738,0,1,15,0,0,0,0,0,0,13
23358,1025,818,2092,1735,1450,901,1735,1472,668,629
100507634,7,6,9,13,11,12,27,9,8,8
100616272,0,0,0,0,0,0,0,0,0,0
8613,7211,8539,3305,1590,1962,3714,2334,7480,2399,2077
5563,176,46,407,378,203,326,107,371,191,152
199920,0,0,0,0,0,5,0,0,0,2
731,0,0,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,1,0,0,0
1600,7,1,0,0,379,226,0,1,0,216
101926890,0,0,0,0,0,0,0,0,0,0
115209,242,341,285,345,221,291,251,375,246,155
4070,35,6,41,4,9,6,2,14,17,4
114803,340,136,582,674,201,260,834,373,183,283
3725,1593,542,1112,1769,304,2238,7337,426,298,238
100131060,7,2,12,14,0,1,1,24,3,1
101926925,1,3,6,6,0,0,24,0,1,2
729467,0,2,0,0,0,0,0,0,0,0
55277,174,81,114,118,73,117,291,121,108,43
100616409,0,0,0,0,0,0,0,0,0,0
101926944,1,0,3,1,0,0,0,0,0,1
51361,161,286,15,184,274,388,182,5,71,189
1573,124,2,5,6,0,6,40,1,26,4
127795,1,0,0,0,0,0,0,0,0,0
101926964,0,0,6,1,0,0,0,2,1,0
100996570,0,0,1,6,0,1,11,2,1,1
4774,938,801,2922,1597,445,1028,1275,1689,803,398
645030,0,0,1,0,0,0,1,0,0,0
414927,0,0,0,0,0,0,0,0,0,0
83941,222,310,549,381,226,247,449,553,375,171
10207,313,351,351,270,121,271,143,310,190,172
100422902,0,0,0,0,0,0,0,0,0,0
100422946,0,0,0,0,0,0,0,0,0,0
54596,12,0,200,2,0,0,2,0,24,0
163782,193,6,488,6,0,37,191,22,81,5
7398,471,720,2008,1236,510,1055,1461,802,427,389
85440,466,635,1895,1290,364,467,1691,1252,521,342
27329,0,1,0,0,0,0,3,1,0,0
84938,153,167,242,208,253,166,219,311,187,109
199899,0,0,0,0,0,1,0,0,0,0
100996301,1,0,0,1,0,0,2,0,0,2
27022,0,0,0,0,0,1,6,0,0,0
102464823,0,0,0,0,0,0,0,0,0,0
29929,96,87,99,96,126,184,185,112,56,48
23421,138,300,275,276,177,290,475,380,214,133
84455,139,164,362,316,108,179,240,315,203,133
79469,2,2,4,5,0,3,4,6,3,1
5236,1086,695,2486,1257,1131,1225,1611,1916,1179,804
4919,130,269,650,382,125,203,1477,495,378,314
101927034,0,0,0,0,0,2,9,0,0,0
148581,7,5,0,9,1,0,0,1,3,4
57685,262,341,358,535,342,549,473,243,153,246
100616338,0,0,0,0,0,1,0,0,0,0
55225,538,158,829,873,231,249,314,1528,648,181
3716,4086,4523,7617,5450,4382,5198,4545,5877,4350,5017
101927084,0,0,3,13,1,1,3,7,1,0
105378775,1,3,2,8,3,5,5,2,2,2
100500854,0,0,1,1,0,0,0,1,0,1
406893,0,0,0,0,0,0,0,0,0,0
205,15,23,17,158,285,585,307,17,4,24
9829,4,4,30,365,3,8,6,4,37,9
54741,1221,876,2519,2281,856,753,1597,2136,1353,631
3953,245,133,375,179,96,429,50,199,155,86
5142,592,122,212,242,45,45,282,288,481,73
101927139,0,0,0,0,0,0,0,0,0,0
84251,100,5,256,487,31,5,6,377,171,21
100422871,0,0,0,1,0,0,0,0,0,0
200132,2,1,14,8,2,10,6,20,15,7
10022,0,0,0,0,0,0,0,0,1,0
79819,59,47,146,160,78,47,58,238,179,74
57708,605,602,1488,1118,484,624,522,1085,528,483
23169,226,354,521,633,402,244,330,600,324,147
400757,0,0,0,0,0,0,0,2,1,0
149233,2,0,1,1,0,1,0,1,1,0
3595,42,30,30,45,2,9,13,25,24,16
26135,3037,2870,4040,3609,2074,2789,7308,4555,2633,1691
1647,191,108,328,161,44,117,180,157,109,78
55970,1868,2298,5980,4352,2887,2229,1722,4554,2213,2507
100289178,4,11,22,28,14,14,14,12,7,18
9077,216,269,833,775,262,141,27,423,187,152
79971,1484,1284,4262,3709,721,992,1492,2648,1676,1064
100302279,0,0,0,0,0,0,0,1,0,0
6121,0,1,0,0,0,0,3,0,0,0
55635,44,64,45,186,45,211,343,55,11,29
101927220,0,0,0,1,0,0,0,1,0,1
57554,5,0,5,330,6,4,18,5,16,90
5301,0,0,0,0,0,1,0,0,0,0
55631,189,152,355,250,186,142,342,380,148,158
9295,1600,1358,3246,3436,1201,1329,2203,2187,1212,904
81573,306,281,638,559,288,278,477,616,319,197
11147,74,131,166,234,75,103,201,190,155,164
1491,16,30,34,18,22,22,28,22,9,13
101927244,0,0,1,0,0,0,0,1,0,2
5733,513,5,854,499,2,67,7,856,10,988
100132618,8,1,6,12,0,2,2,3,1,1
9406,605,727,1378,1441,578,828,909,1261,589,695
406962,1,0,3,1,2,0,2,1,0,1
100852410,4,4,8,7,15,4,16,5,8,4
257194,529,1,1380,1718,1,61,1,1451,150,235
100852409,0,0,0,0,0,0,0,0,0,0
101927295,0,0,0,0,0,0,0,0,0,0
127255,3,2,14,3,9,11,18,11,13,21
100526835,0,0,1,0,1,0,0,2,0,1
8790,167,217,461,328,264,338,166,350,218,122
51086,0,0,0,0,0,0,0,0,0,0
105378804,0,0,0,0,2,0,0,0,0,0
105378803,0,0,0,0,0,0,0,0,0,0
127254,53,23,18,17,5,10,0,10,2,239
101927320,0,0,0,0,0,0,0,0,0,0
1429,442,528,901,822,906,496,429,736,283,1108
127253,383,581,935,659,665,433,564,850,476,619
431707,0,0,0,0,0,0,0,0,0,5
204962,134,2,402,511,152,8,4,538,72,10
34,612,532,1268,854,649,1174,597,1254,754,378
1744,51,6,58,31,11,11,12,21,15,13
5876,429,367,712,700,464,463,819,619,399,322
692085,1,0,0,0,0,0,0,3,0,0
26805,2,0,2,8,1,2,2,2,3,1
26804,0,1,2,4,1,1,4,3,0,0
4438,1,1,8,4,6,0,7,3,0,0
127247,0,0,0,0,0,0,0,0,0,0
101927342,0,0,0,0,0,0,0,0,0,0
256435,169,332,40,130,215,55,18,30,33,68
81849,61,22,95,394,297,10,0,0,1,199
102466995,0,0,0,0,0,0,0,0,0,0
10026,743,1132,992,863,1025,483,683,1518,1015,519
26289,2255,4210,4,457,989,895,31,2597,3790,2618
26009,743,888,1139,1081,772,671,803,1331,845,646
23032,936,1228,2247,1582,1199,1309,1344,1971,1122,1297
374986,477,392,965,633,487,513,551,947,477,385
374987,4,1,3,6,3,1,14,8,4,6
91624,483,1097,972,477,449,498,339,1695,1052,1187
8880,1150,1745,1682,1566,576,1578,1614,1452,780,754
11080,355,285,572,585,200,368,326,641,349,270
54810,24,36,53,16,5,5,11,40,15,8
149047,0,0,0,0,0,0,0,1,0,0
5737,33,0,23,0,1,27,1,0,0,63
10964,1887,1067,5778,4615,192,350,391,2469,613,137
10561,1208,1114,2452,2786,254,438,186,1250,562,292
64123,240,151,91,66,60,98,95,260,182,43
101927412,0,0,0,1,1,0,0,0,2,1
23266,5918,1239,6194,6565,57,4148,6727,7334,8684,353
101927434,0,0,0,1,0,0,0,0,0,0
101927498,0,0,0,0,0,0,0,0,0,0
101927587,0,4,0,1,0,3,0,0,0,0
101927560,0,2,0,2,0,0,0,0,0,0
79739,11,39,72,88,26,26,3,28,26,10
5567,1171,632,1314,1284,446,603,707,1332,1000,406
148418,25,1,0,2,14,3,4,3,26,3
391051,0,0,0,0,0,0,1,0,1,0
58511,2,0,1,1,0,0,0,0,3,0
80135,344,353,831,597,372,274,754,561,321,236
2787,686,803,1402,1284,599,893,1372,943,653,487
100505741,7,1,1,6,1,2,1,5,3,0
1486,278,197,571,342,213,195,389,386,229,119
103695366,1,0,0,0,0,0,2,0,0,0
439927,0,0,2,1,0,0,0,0,0,0
117178,429,436,1006,757,203,543,577,521,405,137
23566,2,3,3,7,11,2,2,1,1,18
255231,36,338,126,64,491,34,116,38,19,120
55283,44,72,4,45,87,142,42,4,0,34
126820,57,25,57,55,15,46,10,94,100,26
100616481,0,0,0,0,0,0,0,0,0,0
84144,142,47,240,204,131,153,105,278,129,104
148423,142,163,274,265,189,171,423,199,127,104
8915,126,135,196,154,158,217,304,155,101,100
646626,2,0,1,2,0,3,17,0,1,2
23576,279,133,437,220,305,397,126,1002,307,391
3491,218,381,175,662,501,876,2355,285,86,167
54680,345,341,936,409,489,356,577,442,258,234
255631,216,9,97,14,4,30,4,34,14,7
57489,204,228,640,422,338,274,270,410,244,298
102465842,1,0,0,0,0,0,0,0,0,0
9635,0,0,0,0,0,1,3,0,1,1
1179,0,1,0,0,0,0,0,0,0,0
22802,0,0,0,0,0,0,0,0,0,0
9629,0,0,0,0,0,0,1,0,0,1
105378828,8,5,15,7,4,9,9,15,10,4
51100,1292,1228,2759,1859,1372,1281,1343,2529,1542,789
9403,1252,1540,2810,1767,1537,1295,1678,2359,1447,1100
9653,578,551,846,611,738,740,1071,955,501,337
339524,8,68,1,14,5,28,19,18,6,91
101927844,0,0,0,0,0,0,0,0,0,0
105378832,0,0,0,0,0,0,0,0,0,0
8543,1482,2192,2764,4047,1025,1165,2271,4045,6300,6502
100505768,0,0,0,0,0,0,2,1,0,1
101927891,2,5,6,5,0,9,5,7,5,1
5586,495,524,943,901,617,900,1296,743,345,631
2959,336,410,856,587,348,376,735,483,353,282
56267,492,534,747,457,328,246,340,557,234,293
494115,360,774,802,645,441,449,577,743,291,356
2635,1022,199,4626,2208,186,703,303,869,1228,622
